comment,sentiment
还是不错的，在南方待久了，特别想念北方菜，觉得什么都好吃。,1
不是周末的中午去的 仍需要等位。最爱娜娜家的饮品和甜品，可现在华夫的味道真不如之前了，饮品价格也是略高。面的味道还是点赞的。,1
很一般，烤肉里面比较贵的了而且除了烤肉以外东西真的很少,0
菜实在一般，不知道为啥真么多人都去吃！和预想的差距太多，实在不好吃！😰😰,0
菜品味道不错，价格合理，朋友们聚会很开心，就是人太多，排队太久，服务员有点忙不过来。,1
各个店的菜口味还真不一样，还是觉得爱琴海的菜做出来口感更好些，那个招牌蛏子从颜值上做的就不够，口感也没爱琴海的浓郁，烤鱼肉也没有爱琴海做出来的松软鲜嫩，以后我还是会选择爱琴海。第一张是恒隆的，第二张是爱琴海的，很直观的感觉偷工减料……,1
太次了，真没吃过这么难吃的，环境还不错，但是饭菜真的太一般了，不建议去，还特别贵,0
娜娜家一如既往火爆，周四下班过来吃，到的时候已经快七点，还是需要等座，等了6、7桌到了我们，赶上的矮桌，虽然环境餐椅都很有风格，但是桌子太矮，腿呆的不是很舒服，甜虾沙拉味道不错，沙拉酱配的很好，柠檬鸡的柠檬稍有些苦，鸡的味道稍淡，烟花妓女面还是很好吃，胡椒味挺重，奶酪罐子很甜。,1
有点失望，慕名而来的，也许对天津菜期望过高，口味有自己的特点，但是，也没跳出那个圈子，绿色蔬菜全部没有，当天老板只采购了空心菜，没想到空心菜竟然是最好吃的一道。。。关于服务，小哥挺好的，就是在我们后面来那两桌的菜品饮品全上齐了，至少比我们晚来10分钟的人家都已经结束喝酒，开始吃饭了，而我们面前仍然只有一道剔牙鸡。。。不知道他是怎么安排协调的，也是无语，可能我看起来太善良了，哈哈哈总之，这顿饭吃得不怎么样，带了朋友去庆生的，结果，有点尴尬了。。。,0
服务很好，环境很好，可是我点的招牌都有点小失望，小煎猪肝端上来黑乎乎的，超级咸，绝对得多喝几口梨汤，梨球果虾仁很有创新，但是稍显油腻，总体来讲，没有想象的那么惊艳，不过环境和氛围绝对很赞，有老味道的感觉，素烧鹅不错。,0
“谢谢您一直喜欢我”就冲着这句话来的 没想到第一次来就在菜里吃出头发 不过服务态度还不错 总结：失望大于期望,0
都挺好，就是我家小孩刚到1米就收了25，这个挺让我有点不理解，小孩能吃什么啊，那天我们就吃了点水果和棉花糖，剩余时间就是玩了,1
第一次听说娜娜家还是在朋友圈，密友去了大悦城骑鹅公社，说是里面的娜娜家做菜很用心。但是下午4点之前是没有主食的，所以，推荐我晚上去吃晚餐。于是晚上6点钟，就到娜娜家的门口了，排号排到了139号，可是叫号才叫到了80号。正在小绝望，竟然遇见了好心的一家三口，他们有一张多余的号码-98号！于是等了15分钟左右，我们就终于进入了娜娜家。这个店铺非常的有特点，感觉像是进入到了另外一个地点，桌子，吊灯还有墙壁上的黑板画，非常有欧洲小资的感觉。点了妓女意大利面，口感辣而且甜，比较好吃。还有那个罗勒牛排饭，也是辣辣的，非常丰富的口感。只是想要特别说一下三文鱼牛油果沙拉，这个沙拉本身的味道没有问题，有问题的是它的盘子。不知道为什么，吃了几口沙拉之后，沙拉就变得很多汁水，可是娜娜家的桌子是有很多缝隙的，沙拉酱或是菜汤可以顺着桌子的缝隙流到裤子上。这点，希望娜娜家可以把这种多汁的菜品，换成大的盘子或是有深度的盘子，这样就会好很多了。,1
米饭上来都是凉的……味道也一般…服务不怎么样 不会再来吧…,0
没吃上，人太多了，估计想吃晚饭需要中午去排队。,0
去过几次，感觉还不错，但是这次添了一个新菜，高蛋白高热量高脂肪。。。。仔细看。。。。桃上面那个动感潮虫,0
终于和小伙伴一起吃上了火爆的小吊梨汤，拿了号就去买东西，所以感觉还好，排队的时候有虾片，柠檬水还有个抹酱的鸡蛋😂进到店里真是人声鼎沸啊，可以说非常热闹了，点了一壶招牌的小吊梨汤，非常粘稠，甜度也刚好；素烧鹅，味道就是没有油炸的卷圈儿啊，沾上酱汁以味道还可以啊；酱鸭，味道真的超级好，就是肉少了点儿；红参肥牛，红参难道就是胡萝卜？味道还是非常好的，牛肉也好多；香橙烤鱼，味道很赞，味道甜辣，就是鱼有刺，吃的时候小心一些；梨球果仁虾，这个大家都推荐的菜，我却觉得一般般，因为实在是太甜蜜了，梨球裹面过油炸，虾球也过油炸，然后都挂了糖，可能是最后上的菜，这么甜腻也就吃不下了；干酪鱼，好吃好吃，浓浓的奶酪味，还凉凉的；小豆凉糕，凉凉的，红小豆的味道，可以解腻；豌豆黄，个人觉得豆腥味重了些。点完菜的时候服务员还特意提醒我们点的没有素菜且略显油腻，问我们要不要换个素菜，然后我们很坚定的，不换！总体来说不错，性价比也很高。,1
我估计推荐的人多数爱吃油盐重的吧。口味淡的我着实受不了它的咸和腻啊，除了免费的酸奶和一个意外点的非推荐的豆腐还可以外，老北京里脊肉是要齁儿死谁啊，面筋也很油腻。哎，不说了，服务人员态度很一般，你对他好言好语他倒爱答不理，反倒不停招呼隔壁桌语气不好的客人。口味淡的亲严重不推荐。,0
环境挺好，食物味道也可以，价位偏高，每次还排长队。性价比其实一般，只不过现在的人都喜欢这种***的感觉。环境好的味道也还可以的，自然就人多,1
菜品不错，上次点了熏排骨带苦味~这次没有,1
人太多了……也不是特别好吃……三个人花了167,0
就是上菜太慢！太慢！半个小时一个菜，口味不错，就是慢！,0
从梅江跑过来吃这个，到这不拿号了，才五点，我发誓我再也不吃娜娜家了，哪家也不去了，这就叫店大欺客,0
只能说东西还不错   不过一点   烤的比比尔腻多了   烤牛排差点   总之太腻了   如果说  吃比尔量是100  这家吃到60就腻的不行了   味道  各有特点  都行  哦  蛋糕不错哦   其他的熟食没怎么吃,0
不错，开业嘛样还那样，现在很开业没两样，就是价格贵了,1
长草很久了，确实很美味，值得去,1
酸菜鱼的汤好香 海参米饭那个跟菜单不符 图上是有黑米的米饭 实物就是白米饭 问服务员 服务员态度就是 我们现在就是这样的 你爱要不要 要不是麻麻想吃绝对要退了 菜不错冲服务员应该不会再去了,0
味道很好……就是饮料机那天坏了,1
上菜速度人，跟刚开业那会差远了，没吃饱，就是等饱了，肉总不上，就吃乱七八糟的，就饱了，失望,0
保证下次不会再来了，说说问题吧。先说排队人太多，饭店火可以理解，前面有11桌居然等了一小时，没有给客户准备茶水和零食而且告诉过号需要重排，难道真让消费者们傻等啊！终于排到了，点菜说是微信点菜，倒是环保，问题是才12:30就60％菜品售罄，餐饮的居然也搞销量销售，几个意思啊！点完菜告诉要先付账，好吧，忍了，说是支付可以用大众点评，刷了三次都显示网络问题，有本事把你那的信号能好点嘛！说刷卡吧，居然告知刷卡机器坏了，为了省那点刷卡手续费净编些恶俗的理由，好意思吗？最后说菜品，味道还不错，不能冤枉了店家。不过这服务水平真的是恶心到极点，还是不要再见了。,0
在南开大悦城北区5层骑鹅公社里走走转转，走到一个角落尽头里看见娜娜家了，正好快到饭点儿就在他家吃了。他家非常火，没到饭点儿需要排队等位了。环境很小资，复古工业风格，有格调有特色，在里面就餐感觉很舒服很放松～味道好，美食颜值也很高👍ipad点餐非常方便🍽点了西班牙海鲜焗饭，金枪鱼鸡肉土豆沙拉，双倍奶酪鸡肉焗饭，焦糖脆皮照烧柠檬鸡，饮品忘拍了😅服务也很好！来他家吃下午茶也是不错的选择😋很棒的餐厅🍴值得推荐✨,1
听说很火爆。。。。来了才知道。。。奶香手抓饼挺香，就是太油腻！那个锅包肉也太甜了吧，吃一片就够了！铁板茄夹也是甜的，而且很腥，很难吃！唯一咸味的婆家豆腐在这一堆又油又甜的菜里都能说好吃了。。。。服务员业务太不熟了吧！问wifi密码也不知道！端个菜又把水洒人身上。。。心情都不好了！！再也不来了！,0
随便吃吃去的，赶上今天不用等位。总共点了三个菜，一个主食。剔牙鸡上来之后没吃两口 就发现有头发，重新换了一盘。主食上来后又发现有头发。真是无法忍受，不好意思，我只能爆照了！这家店以后不会再来了！！！,0
不错不错，环境特好，排队时间不是特别长，,1
味道很一般，就是排队人很多，环境比较吵闹,1
周末人太多了，吃个饭真是不容易，两点半才吃完，味道确实不错，每一道菜都很棒！,1
难吃，太难吃了，排骨嚼不动，不会再去了，其他的菜也很难吃，纳闷怎么会这么多人,0
带爸妈过来吃，提前定的号，到了已经过号了，延后三桌给安排的，还是挺好的。期待的锅包肉感觉一般，有点硬里边肉也很薄。大拉皮量大味道也还不错。,1
头一次遇到这样的店、我们第一个去的店里都没有人、到后来所有人都上菜了我们的还没有来、服务员连道歉都没有、烤蛏子也不新鲜、有点臭、以后再也不来了！,0
好是挺好就是人多。排队。排队。排队。,1
菜品口味只能说中规中矩，没有让人惊艳的地方，最想吐槽的是环境，不是装修有点个性就叫环境好，就餐区域乱的都快赶上马路杀了，还有就是不知道为什么一份华夫饼下单了将近一个小时才上来，总的来说就是感觉不值那个价,0
第一次来娜娜家，17点到的就已经是85号了...等了半个多小时，进去了。店内是暗暗暖光的基调，有沙发有吧台，更像咖啡厅的感觉。ipad点餐，点了大众点评上的推荐菜，#奶酪罐子# #彩虹沙拉# #芝士焗土豆泥# #双倍奶酪鸡肉焗饭# 和新品牛肉什么意面。奶酪罐子味道很浓郁，但是吃多了会腻到彩虹沙拉挺好吃，最爱里面的牛油果~#芝士焗土豆泥# 里面加了柠檬汁吧，味道不错~这个全部吃光了！#双倍奶酪鸡肉焗饭# 口味有点淡，无功无过牛肉意面也有点淡，是我口味太重吗……- - 很想吃华夫饼~下次去试试~~用大众点评结账优惠了6元。,1
不好吃的肉不太好，。吃一点就特堵，,0
下午四点半左右去的。点了熏排骨上的是最快的一道菜。但是熏排骨的肉太厚了。一点也没入味。点了一道宫保鸡丁。大概鸡是现宰的。居然活活等了二十多分钟。,0
真的好难吃！！！！！！！！！！！环境也太嘈杂了！！！！！！,0
和我的小闺蜜一起去的，在门口等了许久位子，好在餐厅的环境和菜品的味道没有让我们失望，赞一下吧！,1
等的脖子都长了终于开业了。大悦城南区，上扶梯就是。排了一个多小时才吃上，要不要这么火啊。店面不大，价格真是亲民啊，不过量不是很大。能选的招牌菜基本都选了。梨汤加上蜂蜜真的是不错，宝宝很喜欢。招牌的几个菜都还算是不错的。,1
总是很火爆人很多。三杯鸡和熏肉不错，还有很多菜的口味很好。但是锅包肉不好吃，真的不正宗。,1
口味不错，偏油，喜欢大拉皮和熏排骨,1
难吃死了，不太喜欢。排队的人还那么多。难吃，不喜欢,0
口味很好，但是必须现金，差点没带够钱，哈哈,1
好不容易有时间跟朋友去吃，人很多，环境不错，可惜干酪鱼没有了,1
4点半进去没等座。大拉皮好实惠。麻酱别都放否则太甜。薰骨肉香味浓。家常茄子精工细做，很好。还有肉饼和奶香饼不错。烤鲈鱼太甜了。4人365元还可以，会再去，环境非常好！,1
环境很好，菜品都是比较传统的天津菜吧，还算不错。,1
口味一般，推荐菜不让点，菜上来还是凉的，奶茶超级难喝，就是袋装的沏的。不过服务态度还不错，赠送了酸奶,0
太腻了 主要服务太差了 有个个子矮矮的戴眼镜的女服务员特别没素质  再也不会来了,0
菜品口味还行，上菜太慢，一杯鲜榨果汁居然四十分钟才上。薯条非常好吃，是我吃过最好吃的,1
铁板蛏子都是沙子，酱爆海兔超咸，海参捞饭里的海参硬硬的。评论都是骗人的……,0
重盐 油大 号称东北菜 东北菜什么时候这么油了？唯一的一个素菜 那个油啊 唉茄盒创意尚可 但那个油活生生让我没了食欲,0
有点流于表面 菜相当一般 甚至有点难吃 别的都OK 但是饭馆最重要的还是菜啊 很坑,0
"太差了,见过次的没见过这么次的。首先说稍显不次的，平心而论他的口味实在是太对不起它的价格了价格，馋鱼蜜虾58元一份，我在北京高能所吃到过类似的量是他们家两倍，上菜比他们家快快两倍，虾肉还算新鲜，一锅把一层的量都出来了，每份下来那不是一般的少。七号馆应该卖的是菜品，其次是服务与环境吧，但没有一项是合格的，旁边那桌要了两碗米饭，后来一直等不来就说一碗吧，催了不下三次，最后服务员告知说米饭锅坏了，但是我下楼结帐的时候发现楼下桌的上面赫然摆放着白花花的米饭，不到十一点半到的，早早的点好了三道菜，一个半小时就做了两个，都是一出整个一层的桌单都满足的他们所谓招牌，馋鱼蜜虾刚才说过，在此不在缀评，再说说他们家所谓的另一招牌大咖花椰菜，马上麻是够麻辣也还算辣，但菜抄的太太太过了，软趴趴全无营养和脆感，比其他诸如鑫江南的津味菜馆差了不是一点点，在此奉劝七号馆的年轻老板少搞的点虚的，踏踏实实做点事情吧，既然没有接待能力，菜做的也差何必糟蹋钱呢，耽误食客的心情何必呢",0
菜品一般，不是一般的慢，人多，最主要不能快捷支付，没团购，没PoS还需毎人支付20押金,0
环境不好 太乱了 东西又贵又不好吃,0
菜品不错 但是服务不是太好 不是一次很愉快的经历 以后不会再去了,0
一个多月前在五店点了45元一盘的北海道温泉意大利海鲜面只有三个无头的小虾，全是面条!偷.工减料!风荷园店料足价格便宜。五店小厨师服务态度极差!以后还是去风荷园吧!这里太暴利了!,0
量比较大，味道给力，价格也可以，3个人吃了150块，大厅不能预定比较郁闷，只能来个15块钱的哈根达斯补偿下了。,1
菜品没的说…一如既往地好吃…就是上菜太慢了…而且上菜顺序也有问题…汤，沙拉都没上…主菜先上来了…得吃个十分钟才能上沙拉…东西好吃…环境不错…就是上菜顺序和整个过程让人有些尴尬…,1
非常棒的自助餐厅！来了n次了！味道不错！服务热情！品种很多！希望越办越好！,1
说实话非常一般！去时已经不接待中午用餐了！一看直接点的下午茶！点的彩虹的蛋糕！和抹茶的！非常不好吃！还外带一个榴莲蛋糕！长草了很久！但是去了真的好失望！大悦城装修的不错！但是特别乱！说话声音好大！好吵！总之失望极了,0
之前刚开业时去，感觉还不错，这次再去，太让人失望了，保证最后一次，上菜很慢，还不好嚼，吃完了转天还拉肚子了！,0
78一份的水煮鱼就给半条，剩下的都是油，腻死了，味道不怎么样，很恶心，服务不好，招牌菜没有，而且没有活动优惠什么的，再也不会来了，真的不好吃，不值。,0
环境有点嘈杂 熏排骨很好吃 雅间实在是太热了,1
肉龙一份量很大 比北京店大很多 茄子很好吃 推荐,1
感觉没有一店的味道好了 整体偏油腻了,1
点了六个菜，其中两个甜品，上了50分钟。其次，味道差菜量小价。不会再来第二次,0
两人花不到300    太难吃了   除了奶昔还可以   别的都不爱吃   好腻   可能个人喜欢不一样吧,0
东西没有开业全，味道还可以，人不是很多，价格偏高，不实惠！,1
口味可以，价格性价比高，平时去比较好，因为周末排队要等太久,1
奶酪罐子和沙拉还行，意面没什么特点不值，玉米芝士铁板鸡，那鸡肉一股骚臭味，简直难以下咽，把服务员叫来问怎么回事，他居然说就是这个味道，很正常啊，不给退，简直了！最后我们把那菜就扔那了，都没吃！做生意有这么不诚信的嘛，不知道怎么会有这么多人天天排队，前面几十桌也等。,0
服务员的态度很差，而且团购不让使用。,0
挺好吃的 大家吃的都很开心 烤肉很棒 都是一个个小哥拿着羊腿什么的现铉 东西种类很多 蛋挞挺好吃的 最后吃的太撑困的竟然在出租车上做起梦来了,1
给一星吧，因为我点完菜40分钟没上，期间催了2次菜。第三次催菜的时候服务员告诉我这桌的菜根本没点，呵呵，最后等不了了走了。第一次吃饭遇到这种事。,0
店员服务水准有待提高 沟通不清楚 有顾客想跟我们换座 我们都收拾了东西 结果人家又变卦了,1
这次等了好～～～～～久，期间还有因为过号延迟等了好久没吃上打架的拿到号的时候叫60多号，我们是127，反正朋友也没来我就一起等，好像从120以后就都走了，很快蹦到我了等到我点完菜，上好菜，还差一个锅包肉的时候，朋友们来了，风卷残云之后发现连一半都没吃完………跟上次点的差不多，锅包肉啊，拉皮啊，奶香手撕饼啊，熏排骨啊，小土豆啊，茄夹啊……到最后只有拉皮吃光了……3个人点了5个菜一个主食➕一个听装饮料➕打包花了212，眼大肚子小纯粹过嘴瘾,1
很好啊， 环境不错，就是人多爆满，需要等待时间太久了，上的东西也慢，有待提高,1
喜欢，特别好，环境好，吃的品种多,1
好干净的就餐环境，吃的也很好，各种肉肉不断上还有各种小食，好棒,1
还有很多图没拼！可见吃了多少次北李妈妈菜了！大家都爱吃！尤其男友是北李妈妈的忠粉！最经典每次必点熏排骨，特别香！金牌考蛏也最经典！最近特别爱吃大拉皮，量大爽口！奶香手撕饼也是每次必点的！环境很好服务员也很周到 好吃不贵！关键是哈根达斯15元一个球！每次必吃！尤其喜欢抹茶哟！,1
口味一般，点评上看着挺好的，各种好评，实际味道一般，餐厅还是口味为重,0
在大悦城的店，环境不错，有单间的大桌。菜量比较小，味道不错。略偏甜，孩子很爱吃,1
之前看见不少人发说特别多。去了才知道有多壮观。排了个号去楼上看电影下来还有几十号才到。进去之后被安排在了一个角落。两人桌特别小。切羊腿的师傅给了一大盘子羊腿太大方啦好评。但是总体味道觉得不值那么多人排队。跟以前的金汉斯差不多,1
真心不错、比别的烤肉店好吃，甜品点心是100元以下自助中最好吃的,1
各种食物都有点腻，但味道还不错,1
人很多，东西很全，但是这次来没有前两次好吃,1
团购很合适。自助的味道很好。服务也热情。才品种多。带着孩子去的，没到一米一不要钱。临走还赠送了礼物。下次还回去的。,1
一进门感觉店很小，其实还有二层和三层，环境还行，但上菜实在是太慢太慢了，半天就上一个菜，等都等饱了，口味偏咸，以后不会再来，也不会向朋友推荐。,0
不管菜品怎样！不论环境怎样！这服务太要命了，收桌慢，叫号也慢！弄个那么大的桌子，坐俩人然后问要不要拼桌，这安排我也是服了！,0
之前点评过一次，但忍不住还想点评。这个地感觉被牛奶包围了！什么都是牛奶的，点了杯热巧克力，一大口下去，差点撅回家，明明是杯纯牛奶啊！后来要了杯白水，感觉杯子也有牛奶味……沙拉开始吃还行，后来越吃越腻，意大利面还凑合吧，鸡翅柠檬鸡一般，布朗尼还可以，牛奶罐子朋友说也够浓的。这顿饭吃了没多久就觉得好腻，好想吐……喝杯饮料，吃个甜品还可以，吃饭就算了……而且也不便宜。,0
大悦城家第一次去 奶罐子比较好吃,1
排队等了2个小时 上菜更慢 然后一共不到15个菜 大多数都是凉菜 米饭也不上 从17点等到20点 一直没吃上 真不知道那些特色什么味道 也不让点 PS:招牌那个虾真的不值58 整个一个破沙拉,0
看朋友圈别人去的说的挺好，一去相当失望！,0
隔段时间就要去一次。超爱猪脚和开心果华芙的呢,1
价格高了，也没有团购了，刚开业的时候来过，种类没有现在全，新增加了蟹腿和生蚝，蟹腿冷冻的，生蚝每人每次只能拿两只，其他菜品感觉一般，烤肉类味道都挺不错的，推荐鸡翅，其他肉类刷的糖有点多，建议不放糖，而且有的肉嚼不烂，还有肥的，饮料区的茶叶碎的太多了，不如刚开业时候好，建议改进，水果区种类也太少，建议增加，大多数的菜品都是辣的，只有土豆泥和玉米粒不辣，最近喝中药需要忌口，来这只能吃这两样和各种甜品蛋糕，感觉太亏了啊！建议多增加不辣的热菜类,1
菜品一般，外边人挺多，里面空位其实不少，不知道是订桌还是就为了要那个等的氛围，服务极其次！可能因为顾客太多，心情不美丽吧！,0
有一次去吃自助，这次绝对没有浪费一点点，，因为去的比较晚所以东西不是特别特别多了，不过有个烤生蚝是之前没吃过的，还算可以吧，，最让我觉得不错的是，贝类，天津人俗称的马葛竟然一点沙子都没有，一点不牙碜配的酱料也不错。这次没吃到棉花糖，好遗憾啊。。,1
慕名前来！1、看到点评分数很高2、首页图不错被欺骗了！环境真心满差的洗手间到还有点特色，就是太脏了彩色真心一般羊肉抄囔（囔好吃，肉真心味道比较大不灵光）虾仁火龙果（火龙果是红色的还比较下成本，色拉虾仁软软的一点也不脆）鱼香肉丝味道还算还可以的有点本帮菜的味道没什么特别辣椒抄花菜太咸了花菜太少了不灵光虾仁肉糜炖蛋不灵等的时间很长很长，味道超咸！难吃！真不知道点评里为什么这么多还好的点5颗星！真不明白这么难吃排队还可以排这么长！小伙伴你们自己去体验吧！,0
周三上午十一点就去了，基本没什么人，环境很好，很干净，服务也不错～两个人点了两个甜品，吃多了有点儿腻∠( ᐛ 」∠)＿奶酪罐子和巧克力千层，都还不错哒！还有奶油蘑菇汤，蘑菇味很浓，很惊喜！咖喱牛肉焗饭和双倍奶酪鸡肉焗饭也都不错。尤其是三文鱼牛油果沙拉，虽然小贵，但物有所值，三文鱼虾都给的挺多，不过牛油果不太熟，硬硬的，整体味道不错～整体挺满意的，不过还是要说，美食还是得我大中餐！西餐吃的总是没有蔬菜太腻了,1
菜的味道还是不错的，就是空调不给力，太热了。,1
服务员太死性，服务很差，不能刷卡！,0
啥完事儿啊，梨汤特笼乎，跟浆子兑水似的,0
榴莲千层好吃好吃，有真正的榴莲肉啊～巧克力千层，口感浓郁充实～大悦城服务员态度不好,1
排队人挺多，但是菜不是很好吃，感觉不是很值得,0
幸亏没怎么排队，不然要后悔死，价格高，只有甜点味道不错，不然真的只想给1星……招牌小吊梨汤……跟加了淀粉一样，不喜欢。热菜除了烤鸭看上去不错，其他没有一个想点，最后纠结半天要了豆腐，蘑菇小牛肉，素烧鸡，豆腐外皮很绵，咬不烂，蘑菇牛肉中的，蘑菇味道比牛肉好，素烧鸡也不咋样，甜点不错，小豆凉糕，豌豆黄，干酪鱼，给干酪鱼点赞，味道有点像双皮奶服务员好像业务不熟练，会上错菜，但是态度不错，会帮忙催菜，不过，吃完饭撤桌好快，……有点让人尴尬。,0
量大，上菜慢，家常菜！！！！！！,0
种类丰富，生蚝太抢手，上的慢，一直没有吃到。烤肉觉得一般，上得慢，不太烂。小吃类种类丰富。总体感觉还可以,1
味道一般，蛏子炒的口味稍甜，其他的还可以吧。,1
那天在天意小馆没吃饱，觉得太坑就直接转战北李妈妈菜了，这家的菜量还有味道都很好，怪不得每天都好多人排队。点的这几道菜味道都不错，特别推荐大拉皮~麻将很浓很好吃,1
服务怎么这个样子呢！都不能换地方，明明有很多空桌，还等了特别久，结果地方特别热，还不让换地方，差评差评差评，太次了,0
